domain,company,kind,source
scalefactory.com,State Farm Mutual Automobile Insurance,company,cncf-gitdm-single
scality.com,Scality,company,gitdm
scannell.ca,Google,company,cncf-gitdm-single
scaratec.com,SCARATEC,company,cncf-gitdm-single
schaffer.me,Elasticsearch,company,cncf-gitdm-single
scheduleonce.com,OnceHub,company,cncf-gitdm-single
scheuk.com,Aviation,company,cncf-gitdm-single
schibsted.com,Schibsted Media Group,company,cncf-gitdm
schile.com,Nordstrom,company,cncf-gitdm-single
schmidp.com,OpenResearch,company,cncf-gitdm-single
schneevonmorgen.com,Schnee Von Morgen WebTV,company,cncf-gitdm-single
schommers.be,Psi-Web,company,cncf-gitdm-single
schonfeld.org,Social Rank,company,cncf-gitdm-single
schubergphilis.com,Schuberg Philis,company,cncf-gitdm
schuhbaeck.eu,ForTISS,company,cncf-gitdm-single
schuirmann.net,Lasse Schuirmann,company,cncf-gitdm-single
schweitzer-chaput.fr,IDEMIA,company,cncf-gitdm-single
schwer.us,FastMail.FM,company,cncf-gitdm-single
scopely.com,Amazon,company,cncf-gitdm-single
scotiabank.com,Bank of Nova Scotia,company,spinellis-sec
scottworley.com,Google,company,cncf-gitdm-single
scout24.com,Scout24,company,cncf-gitdm-single
scoutapp.com,Scout,company,cncf-gitdm-single
scribe.net,KidsCanCode,company,cncf-gitdm-single
scrt.me,V Kontakte,company,cncf-gitdm
scummer.org,eBay,company,cncf-gitdm-single
sdelements.com,Security Compass,company,cncf-gitdm-single
sdf.org,(Independent),free_provider,rich
sdgsystems.com,SDG Systems,company,cncf-gitdm-single
sdsc.edu,San Diego Supercomputer Center,company,gitdm
seagate.com,Seagate,company,gitdm
sealights.io,Sealights Technologies,company,cncf-gitdm-single
seamlessdocs.com,SeamlessDocs,company,cncf-gitdm-single
seanborman.com,VMware,company,cncf-gitdm-single
sebastian-holstein.de,adesso,company,cncf-gitdm-single
sebastian-jaeger.me,inovex,company,cncf-gitdm-single
sebastian-mueller.net,adesso,company,cncf-gitdm-single
seberm.com,Red Hat,company,cncf-gitdm-single
sebian.fr,Sebastien Badia,company,cncf-gitdm-single
secful.com,Salt Security,company,cncf-gitdm-single
secondstate.io,Second State,company,cncf-gitdm-single
secretlab.ca,Secretlab,company,gitdm
section.io,section.io,company,cncf-gitdm-single-self-reference
secunet.com,secunet,company,patch
securecomputing.com,Secure Computing,company,gitdm
securit.se,NTT,company,cncf-gitdm-single
securityscorecard.io,SecurityScorecard,company,cncf-gitdm-single
sedovic.cz,Red Hat,company,cncf-gitdm-single
seibold.net,Huawei Technologies,company,cncf-gitdm-single
seime.no,Yahoo!,company,cncf-gitdm-single
seldon.io,Seldon,company,cncf-gitdm-single
selectel.ru,Selectel,company,cncf-gitdm-single
selfcoders.com,Wantedly,company,cncf-gitdm-single
selfnet.cz,Red Hat,company,cncf-gitdm-single
sellside.com,Sellside,company,cncf-gitdm-single
semihalf.com,Semihalf Embedded Systems,company,gitdm
semtech.com,SEMTECH,company,spinellis-sec
sensetime.com,SenseTime,company,cncf-gitdm
sensorsomething.com,CARRIERSOFT,company,cncf-gitdm-single
seoss.co.uk,SEOSS,company,cncf-gitdm-single
sequarius.com,EmptyPointer,company,cncf-gitdm-single
serena.com,Serena Software,company,cncf-gitdm-single
serialized.net,Media Temple,company,cncf-gitdm-single
serpro.gov.br,Serpro,company,cncf-gitdm-single
servergy.com,RigNet,company,cncf-gitdm-single
servicesource.com,ServiceNow,company,cncf-gitdm-single
servicetitan.com,Sierra Leone,company,cncf-gitdm-single
servionica.ru,Servionica,company,gitdm
servosity.com,Servosity,company,gitdm
seth-holladay.com,AI Squared,company,cncf-gitdm-single
sethmiller.me,Seth Miller Building,company,cncf-gitdm-single
sevel.eu,Lombard Odier Darier Hentsch & Cie,company,cncf-gitdm-single
sevengoslings.net,Morten Fangel,company,cncf-gitdm-single
sewell.org,Shutterstock,company,cncf-gitdm-single
sf-n.com,uplol,company,cncf-gitdm-single
sf-tec.de,Science Fiction Technologies,company,gitdm
sflpro.com,SFL,company,cncf-gitdm-single
sgcc.com.cn,SG.Cloud,company,gitdm
sgcib.com,Société Générale,company,cncf-gitdm-single
sgi.com,SGI,company,gitdm
sgitg.sgcc.com.cn,Beijing GuoDianTong Network Technology,company,gitdm
sgmitchell.net,Steve Mitchell,company,cncf-gitdm-single
shaicoleman.com,Storyful,company,cncf-gitdm-single
shalb.com,SHALB,company,cncf-gitdm-single
sharethis.com,Sharethis,company,cncf-gitdm-single
sharpsteen.net,Puppet,company,cncf-gitdm-single
shawell.net,Warwicknet,company,cncf-gitdm-single
sheep.art.pl,Red Hat,company,cncf-gitdm-single
sher.pl,Ada,company,cncf-gitdm-single
shimousa.com,Shimousa Systems,company,cncf-gitdm-single
shopify.com,Shopify,company,cncf-gitdm
shorez.de,Grafana Labs,company,cncf-gitdm-single
shortcircuit.net.au,Short Circuit,company,cncf-gitdm-single
shubhkumar.in,Linux,company,cncf-gitdm-single
shubin.ca,Red Hat,company,cncf-gitdm-single
shurikenlabs.com,Shuriken,company,cncf-gitdm-single
shutemov.name,Intel,company,cncf-gitdm-single
shutterstock.com,Shutterstock,company,spinellis-sec
siaras.com,Siaras,company,gitdm
sickrage.ca,SiCKRAGE,company,cncf-gitdm-single
sicortex.com,Sicortex,company,gitdm
sidefx.com,Autodesk,company,cncf-gitdm-single
siedlarek.pl,Inter Cars,company,cncf-gitdm-single
siemens.com,Siemens,company,gitdm
sierrawireless.com,Sierra Wireless,company,gitdm
sievenpiper.co,Workday,company,cncf-gitdm-single
sifive.com,SiFive,company,cncf-gitdm
sigma-chemnitz.de,SIGMA Chemnitz,company,gitdm
signal.org,ANZ Banking Group,company,cncf-gitdm-single
signalfx.com,SignalFx,company,cncf-gitdm-single
signalwerk.ch,Signalwerk,company,cncf-gitdm-single
signed8bit.com,Cisco Systems,company,cncf-gitdm-single
signicat.com,Signicat,company,cncf-gitdm-single
sikelianos.com,npm,company,cncf-gitdm-single
silverpeas.com,Silverpeas,company,cncf-gitdm-single
simcu.com,Simcu,company,cncf-gitdm-single
simioni.org,Mapzen,company,cncf-gitdm-single
simon-ostendorf.de,CANCOM,company,cncf-gitdm-single
simonknittel.de,hmmh,company,cncf-gitdm-single
simonkowallik.com,Jabulani Sp. z o. o,company,cncf-gitdm-single
simonkuang.com,ZBJ Network,company,cncf-gitdm-single
simplearchitect.com,Microsoft,company,cncf-gitdm-single
simplivity.com,SimpliVity,company,gitdm
sina.cn,(Independent),free_provider,builtin
sina.com,Sina,company,gitdm
singhsays.com,Bleeding Code,company,cncf-gitdm-single
singlewire.com,Singlewire Software,company,cncf-gitdm-single
singtel.com,Singtel,company,cncf-gitdm-single
sinoa.jp,freee,company,cncf-gitdm-single
siobud.com,NetEase,company,cncf-gitdm-single
siphoc.com,Manifold.co,company,cncf-gitdm-single
sipsorcery.com,CERN,company,cncf-gitdm-single
sirius-es.it,Sirius,company,cncf-gitdm-single
sisense.com,Periscope,company,cncf-gitdm-single
sittercity.com,Crunchy Data Solutions,company,cncf-gitdm-single
siu.edu,Independent,company,gitdm
sixbynine.org,Impossible,company,cncf-gitdm-single
sjhewitt.co.uk,Sjhewitt,company,cncf-gitdm-single
skarbek.name,BNP Paribas Bank Polska,company,cncf-gitdm-single
skilld.fr,SkillD India,company,cncf-gitdm-single
skoef.nl,TransIP,company,cncf-gitdm-single
skroutz.gr,Skroutz.gr,company,cncf-gitdm-single-self-reference
sktelecom.com,SK telecom,company,gitdm
skwashd.com,Drupal Project,company,cncf-gitdm-single
sky.uk,Sky UK,company,cncf-gitdm
skynet.be,Telefonica Movistar,company,cncf-gitdm-single
skyscanner.net,Skyscanner,company,cncf-gitdm
skyscrapers.eu,Revitalised,company,cncf-gitdm-single
slack-corp.com,eBay,company,cncf-gitdm-single
slb.com,SCHLUMBERGER LIMITED/NV,company,spinellis-sec
slicehost.com,Rackspace,company,gitdm
slie.ru,SLIE,company,cncf-gitdm-single
slimlogic.co.uk,Scotiabank,company,cncf-gitdm-single
slok.dev,spotahome,company,cncf-gitdm-single
slonopotamus.org,My.Games,company,cncf-gitdm-single
sly-little-fox.ru,School,company,cncf-gitdm-single
slznv.net,Gemalto,company,cncf-gitdm-single
smart-cactus.org,Well-Typed,company,cncf-gitdm-single
smartbear.com,FSUE TTC Ostankino,company,cncf-gitdm-single
smartclip.de,Smartclip,company,cncf-gitdm-single
smartdomotik.com,UALA,company,cncf-gitdm-single
smartfrog.com,Smartfrog,company,cncf-gitdm-single
smartmore.com,SmartMore,company,cncf-gitdm-single
smartsheet.com,SMARTSHEET,company,spinellis-sec
smartthings.com,Netflix,company,cncf-gitdm-single
smartx.com,Beijing Zhiling Haina Technology,company,cncf-gitdm-single
smile.fr,Smile,company,cncf-gitdm
smparkes.net,Ascend.io,company,cncf-gitdm-single
snabb.co,Snabb,company,gitdm
snapbug.geek.nz,Ngarua Technologies,company,cncf-gitdm-single
snapchat.com,Snap Snap,company,cncf-gitdm-single
snapgear.com,Snapgear,company,gitdm
sneakemail.com,ACOSS,company,cncf-gitdm-single
sneakybox.com,Wercker,company,cncf-gitdm-single
snilius.com,Ingrid,company,cncf-gitdm-single
snobu.org,Microsoft,company,cncf-gitdm-single
sntech.de,MundoReader,company,cncf-gitdm-single
snyk.io,Snyk,company,cncf-gitdm-single
soasta.com,Akamai Technologies,company,cncf-gitdm-single
sociomantic.com,Sociomantic Labs,company,cncf-gitdm-single
soell.net,Schibsted Media Group,company,cncf-gitdm-single
softing.com,Softing,company,patch
softlayer.com,SoftLayer,company,gitdm
softplan.com.br,Softplan,company,cncf-gitdm-single
software.dell.com,Dell,company,gitdm
softwarefreedom.org,Software Freedom Law Center,company,gitdm
sogeti.nl,TimeQuard VOF,company,cncf-gitdm-single
solarflare.com,Solarflare Communications,company,gitdm
solarma.it,SOLARMA,company,cncf-gitdm-single
solid-run.com,SolidRun,company,cncf-gitdm-single
solidboot.com,Solid Boot Ltd.,company,gitdm
solidfire.com,SolidFire,company,gitdm
solinea.com,Solinea,company,gitdm
solita.fi,Solita,company,cncf-gitdm-single
solo.io,Solo.io,company,cncf-gitdm-self-reference
solstice.com,Solstice,company,cncf-gitdm-single
soluto.com,SOLUTO,company,cncf-gitdm-single
someone.section.me,KIWI.KI,company,cncf-gitdm-single
somethingdoug.com,Salesforce.com,company,cncf-gitdm-single
somethingsimilar.com,DARKISH GREEN,company,cncf-gitdm-single
sonarnerd.net,Signalyst,company,cncf-gitdm-single
sonarsource.com,SonarSource,company,cncf-gitdm-single
sonatype.com,Sonatype,company,cncf-gitdm-single
sonian.net,Sonian,company,gitdm
sonntag.fr,Octopuce,company,cncf-gitdm-single
sony.co.jp,Sony,company,gitdm
sony.com,Sony,company,gitdm
sonycom.com,Sony,company,gitdm
sonymobile.com,Sony Mobile Communications,company,gitdm
sooper.org,JPMorgan Chase,company,cncf-gitdm-single
soprasteria.com,Sopra Steria Group,company,cncf-gitdm-single
sord.co.jp,Yakult Honsha,company,cncf-gitdm-single
sorint.it,Sorint.lab S.p.A.,company,cncf-gitdm-single
sotkov.com,Sanoma,company,cncf-gitdm-single
soton.ac.uk,Etleap,company,cncf-gitdm-single
soulik.info,Rockichp Electric,company,cncf-gitdm-single
soundcloud.com,SoundCloud Global Limited &,company,cncf-gitdm
sourceauditor.com,Source Auditor,company,cncf-gitdm-single
sourcelair.com,SourceLair,company,cncf-gitdm-single
sous-sol.org,Red Hat,company,cncf-gitdm-single
soutaro.com,Actcat,company,cncf-gitdm-single
southpole.se,South Pole AB,company,gitdm
souza.cc,New York Times,company,cncf-gitdm-single
spantree.net,Spantree,company,cncf-gitdm-single
sparebank1.no,SpareBank,company,cncf-gitdm-single
spark.net,Spark Networks,company,cncf-gitdm-single
sparkfabrik.com,Spark Fabrik,company,cncf-gitdm-single
spectralink.com,Spectralink,company,cncf-gitdm-single
spectrocloud.com,Spectro Cloud,company,cncf-gitdm
spen-soft.co.uk,Pescado,company,cncf-gitdm-single
spencerbrown.org,Avametric,company,cncf-gitdm-single
spidernet.net,SpiderNet Services,company,gitdm
spikecurtis.com,Spike Curtis,company,cncf-gitdm-single
spilgames.com,Spil Games,company,gitdm
spinetix.com,SpinetiX,company,cncf-gitdm-single
spirent.com,Spirent Communications,company,cncf-gitdm
splintered.co.uk,TPGi,company,cncf-gitdm-single
splunk.com,SPLUNK,company,spinellis-sec
spootnik.org,Akenes,company,cncf-gitdm-single
sportradar.com,Sportradar,company,cncf-gitdm-single
sportzing.com,SportZing,company,cncf-gitdm-single
spotahome.com,Spotahome,company,cncf-gitdm-single
spotify.com,Spotify,company,rich
spreadtrum.com,UNISOC (Spreadtrum),company,patch
spreaker.com,Spreaker,company,cncf-gitdm-single
sprinthive.com,SprintHive,company,cncf-gitdm-single
sprymedia.co.uk,SpryMedia,company,cncf-gitdm-single
squarepenguin.com,Weave,company,cncf-gitdm-single
squareup.com,Square,company,spinellis-sec
squashfs.org.uk,Squashfs,company,cncf-gitdm-single
squillace.com,Azure,company,cncf-gitdm-single
sriram.me,Zoho,company,cncf-gitdm-single
ssene.ca,Arm Software,company,cncf-gitdm-single
ssni.com,Silver Spring Networks,company,cncf-gitdm-single
st.bitforest.jp,Bitforest,company,cncf-gitdm-single
st.com,STMicroelectronics,company,patch
sta.samsung.com,Samsung Electronics,company,cncf-gitdm-single
stackhpc.com,StackHPC,company,gitdm
stackinsider.com,Stackinsider,company,gitdm
stackmasters.eu,Stackmasters,company,gitdm
stackops.com,StackOps,company,gitdm
stackoverflow.com,Stack Exchange,company,cncf-gitdm-single
stackpointcloud.com,NetApp,company,cncf-gitdm
stackstorm.com,StackStorm,company,gitdm
stadil.com,Scalr,company,cncf-gitdm-single
stakater.com,Aurora Solutions,company,cncf-gitdm-single
stanopetko.eu,KROS a.s.,company,cncf-gitdm-single
starentnetworks.com,Starent Networks,company,gitdm
starflownetworks.com,Clevernet,company,cncf-gitdm-single
startree.ai,StarTree,company,cncf-gitdm-single
stashaway.com,StashAway,company,cncf-gitdm-single
statefarm.com,State Farm Insurance,company,gitdm
stavros.io,Silent Circle,company,cncf-gitdm-single
stderr.at,s IT Solutions,company,cncf-gitdm-single
stdin.nl,Matthijs Kooijman IT,company,cncf-gitdm-single
steeleye.com,SteelEye,company,gitdm
stefanutti.fr,Red Hat,company,cncf-gitdm-single
stek29.rocks,Automobile Comercio De Pecas Ltda,company,cncf-gitdm-single
stephenchu.com,Braintree Payments,company,cncf-gitdm-single
stepstone.com,StepStone,company,cncf-gitdm-single
stericsson.com,STMicroelectronics International,company,cncf-gitdm-single
stevemcquaid.com,GoDaddy Operating,company,cncf-gitdm-single
stevenleung.dev,Turnitin,company,cncf-gitdm-single
stevenrbaker.com,Comcast Cable Communications,company,cncf-gitdm-single
stevenwade.co.uk,Apprenda,company,cncf-gitdm-single
steveperkins.com,BetterCloud,company,cncf-gitdm
steveshipway.org,SMX,company,cncf-gitdm-single
sticknet.net,WPEngine,company,cncf-gitdm
stieler.it,Symantec,company,cncf-gitdm-single
stinemail.com,Copyright Clearance Center,company,cncf-gitdm-single
stingray.com,Stingray,company,cncf-gitdm-single
stitchlabs.com,Stitch Labs,company,cncf-gitdm-single
stjean.me,Coveo,company,cncf-gitdm-single
stlinux.com,ST Microelectronics,company,gitdm
stoi.cc,SourceClear,company,cncf-gitdm-single
stoic.net,Calthorpe Associates,company,cncf-gitdm-single
stormforger.com,StormForger,company,cncf-gitdm-single
stratoscale.com,Stratoscale,company,gitdm
stream.me,StreamMe,company,cncf-gitdm-single
streamlit.io,Streamlit,company,cncf-gitdm-single
streamone.nl,Let's Talk,company,cncf-gitdm-single
stripe.com,Stripe,company,cncf-gitdm
stsci.edu,Space Telescope Science Institute,company,gitdm
stu.scu.edu.cn,SCU 说唱大专,company,cncf-gitdm-single
stuartolivera.com,Olivera Web Studio,company,cncf-gitdm-single
student.reutlingen-university.de,HUGO BOSS,company,cncf-gitdm-single
student.sust.edu,Therap,company,cncf-gitdm-single
student.tugraz.at,LOBECO,company,cncf-gitdm-single
student.umass.edu,Constant Contact,company,cncf-gitdm-single
styk.tv,Madcore,company,cncf-gitdm-single
styla.com,Styla,company,cncf-gitdm-single
styler.link,styler mobility,company,cncf-gitdm-single
styra.com,Styra,company,cncf-gitdm-single
subpath.de,inovex,company,cncf-gitdm-single
substack.net,Bits Cooperative,company,cncf-gitdm-single
sue445.net,Pixiv,company,cncf-gitdm-single
suess.wtf,Grafana Labs,company,cncf-gitdm-single
sugarcrm.com,SugarCRM,company,cncf-gitdm
sulake.com,Sulake,company,cncf-gitdm-single
sumologic.com,Sumo Logic,company,cncf-gitdm
sun.com,Sun,company,gitdm
superawesome.tv,SuperAwesome,company,cncf-gitdm
superblock.se,Amazon,company,cncf-gitdm-single
supershabam.com,DigitalOcean,company,cncf-gitdm-single
supremind.com,Shanghai Shinma Intelligent Technology,company,cncf-gitdm-single
surveymonkey.com,SVMK,company,spinellis-sec
survive.ch,Ergon,company,cncf-gitdm-single
suse.com,SUSE,company,gitdm
suse.cz,SUSE,company,gitdm
suse.de,SUSE,company,gitdm
suuronen.org,Valu Digital,company,cncf-gitdm-single
svasek.net,Concur Technologies,company,cncf-gitdm-single
sw.ru,Parallels,company,gitdm
swiftstack.com,SwiftStack,company,gitdm
swis.nl,SWIS,company,cncf-gitdm-single
swisscom.com,Swisscom,company,gitdm
switch.ch,Switch,company,gitdm
swrve.com,Swrve,company,rich
swsoft.com,Parallels,company,gitdm
symantec.com,Symantec,company,gitdm
symbolia.com,NorMedia,company,cncf-gitdm-single
synacor.com,Synacor,company,spinellis-sec
synapplix.de,ndgit,company,cncf-gitdm-single
synaptics.com,Synaptics,company,cncf-gitdm-single
synesis.ru,Synesis,company,cncf-gitdm-single
synopsys.com,SYNOPSYS,company,spinellis-sec
syranide.com,Cetrez Group,company,cncf-gitdm-single
syrec.org,SyREC,company,cncf-gitdm-single
sysdig.com,Sysdig,company,cncf-gitdm-single
syseleven.de,SysEleven,company,cncf-gitdm
systemli.org,systemli.org,company,cncf-gitdm-single-self-reference
szc.ca,Red Hat,company,cncf-gitdm-single
szeredi.hu,Red Hat,company,cncf-gitdm-single
t-mobile.com,T-MOBILE US,company,spinellis-sec
t-online.hu,Terraplan,company,cncf-gitdm-single
t-systems.com,T-Systems,company,cncf-gitdm-single
t2cloud.net,t2cloud,company,gitdm
tabbedout.com,ATX Innovation,company,cncf-gitdm-single
taeho.io,Lyft,company,cncf-gitdm-single
tai-dev.co.uk,tai-dev,company,cncf-gitdm-single
tail-f.com,Tail-f,company,gitdm
takebayashi.asia,Yahoo!,company,cncf-gitdm-single
takipi.com,OverOps,company,cncf-gitdm-single
talend.com,Talend,company,cncf-gitdm-single
taobao.com,Taobao,company,gitdm
tapsys.com,Tapestry Systems,company,gitdm
target.com,Target,company,spinellis-sec
taskit.de,taskit,company,gitdm
taudac.com,taudac,company,cncf-gitdm-single
tavisca.com,Tavisca,company,cncf-gitdm-single
tc-sa.com,IntegrityNet,company,cncf-gitdm-single
tcbtech.com,TCB Technologies,company,cncf-gitdm-single
tcpcloud.eu,tcp cloud,company,gitdm
tcs.com,Tata,company,gitdm
tcweb.org,Deliverous.com,company,cncf-gitdm-single
tdk.com,TDK (InvenSense),company,patch
tdtds.jp,富士通システム統合研究所,company,cncf-gitdm-single
teads.tv,Teads,company,cncf-gitdm-single
teambanjo.com,Banjo,company,cncf-gitdm-single
teamspeak.com,TeamSpeak-System,company,cncf-gitdm-single
tecan.com,Tecan,company,cncf-gitdm-single
techaccelerator.com,MahcSoft,company,cncf-gitdm-single
techadvise.com,Tradeshift,company,cncf-gitdm-single
technicalissues.us,Puppet,company,cncf-gitdm-single
technocage.com,Google,company,cncf-gitdm-single
techsingularity.net,SUSE,company,cncf-gitdm-single
techtopia.com,Techtopia,company,cncf-gitdm-single
techveda.org,Hyderabad,company,cncf-gitdm-single
teco.edu,Smart Data Innovation,company,cncf-gitdm-single
tecsisa.com,TecnologÃ­a Sistemas y Aplicaciones S.L.,company,cncf-gitdm-single
teenage.engineering,teenage engineering,company,cncf-gitdm-single
tegile.com,Tegile Systems,company,gitdm
tejasoft.com,TejaSoft,company,cncf-gitdm-single
tektutor.org,TekTutor,company,cncf-gitdm-single
telargo.com,Telargo,company,gitdm
teleca.com,Teleca,company,gitdm
telefonica.com,Telefonica I+D,company,gitdm
telekom.de,Deutsche Telekom,company,gitdm
telenet.be,OH!COOL,company,cncf-gitdm-single
telerik.com,Progress Software,company,cncf-gitdm-single
teletracking.com,TeleTracking,company,cncf-gitdm-single
tencent.com,Tencent,company,gitdm
tenfourty.com,Red Hat,company,cncf-gitdm
tensilica.com,Tensilica,company,gitdm
tenxcloud.com,TenxCloud,company,cncf-gitdm
teracy.com,Teracy,company,cncf-gitdm-single
teradata.com,Teradata,company,gitdm
teralytics.ch,Teralytics,company,cncf-gitdm-single
terascala.com,Terascala,company,gitdm
tesora.com,Tesora,company,gitdm
tesseract.nl,Tesseract,company,cncf-gitdm-single
testplant.com,Keysight Test Automation,company,cncf-gitdm-single
testrails.org,Morningfame,company,cncf-gitdm-single
tesujimath.org,Coldharbour Digital,company,cncf-gitdm-single
tetrasol.org,Tetrasol,company,cncf-gitdm-single
tetrate.io,Tetrate.io,company,cncf-gitdm-single-self-reference
teuto.net,Teuto.net Netzdienste,company,cncf-gitdm
tfdn.org,DARSWAN NETWORKS,company,cncf-gitdm-single
tfgco.com,topfreegames,company,cncf-gitdm-single
thabraze.me,ZeMoSo,company,cncf-gitdm-single
thadcraft.com,Pivotal,company,cncf-gitdm-single
thalesesecurity.com,IHS Markit,company,cncf-gitdm-single
thalesgroup.com,Thales,company,gitdm
thanjilabs.com,StackRoute,company,cncf-gitdm-single
the-krishnans.com,Yahoo!,company,cncf-gitdm-single
thea.codes,Google,company,cncf-gitdm-single
thebackplane.com,Backplane.io,company,cncf-gitdm-single
thebends.org,Google,company,cncf-gitdm-single
theboxes.org,Rackspace,company,cncf-gitdm-single
thedatateam.in,The Data Team,company,cncf-gitdm-single
thefumon.com,Fumonic Industries,company,cncf-gitdm-single
theguardian.com,The Guardian,company,gitdm
thelabmill.de,SAP,company,cncf-gitdm-single
thelastpickle.com,The Last Pickle,company,cncf-gitdm-single
thenull.net,Microsoft,company,cncf-gitdm-single
theslinux.org,AIC,company,cncf-gitdm-single
theunison.com,American,company,cncf-gitdm-single
thinkcoretech.com,Thinkcore,company,cncf-gitdm-single
thinktube.com,Thinktube,company,gitdm
thirdfamily.com,ActivEngage,company,cncf-gitdm-single
thomashigginbotham.com,Huawei Technologies,company,cncf-gitdm-single
thorne.id.au,Stephen Tan,company,cncf-gitdm-single
thot-soft.com,Thot-Soft 2002,company,gitdm
thoughtmachine.net,Thought Machine Group,company,cncf-gitdm-single
thoughtworks.com,ThoughtWorks,company,gitdm
threecrickets.com,Three Crickets,company,cncf-gitdm-single
threespeedlogic.com,Speed Logic,company,cncf-gitdm-single
thumbtack.net,Thumbtack,company,cncf-gitdm-single
thzn.de,GitHub,company,cncf-gitdm-single
ti.com,Texas Instruments,company,gitdm
ti.jp.nec.com,NEC,company,cncf-gitdm-single
ticket.se,Ticket Privatresor,company,cncf-gitdm-single
ticketmaster.com,Ticketmaster,company,cncf-gitdm
tieto.com,Tieto,company,gitdm
tigera.io,Tigera,company,gitdm
tikalk.com,Tikal,company,cncf-gitdm-single
til-technologies.fr,TIL Technologies,company,gitdm
tilfin.com,Tilfin,company,cncf-gitdm-single
timactive.com,TimActive,company,cncf-gitdm-single
timdumol.com,Tim Dumol,company,cncf-gitdm-single
timescale.com,Timescale,company,cncf-gitdm-single
timewarnercable.com,Time Warner Cable,company,gitdm
timmartin.me,Apptimize,company,cncf-gitdm-single
timryan.org,3D Robotics,company,cncf-gitdm-single
timstoop.nl,Kumina,company,cncf-gitdm-single
tinfoilsecurity.com,Tinfoil Security,company,cncf-gitdm-single
tintri.com,Tintri,company,gitdm
tiscali.cz,Wowfan.cz,company,cncf-gitdm-single
titanous.com,Flynn,company,cncf-gitdm-single
titicaca-corp.com,titicacadev,company,cncf-gitdm-single
tjmt.jus.br,Tribunal de Justiça do Estado de Goiás,company,cncf-gitdm-single
tju.edu.cn,kuaishou,company,cncf-gitdm-single
tkos.co.il,Tkos,company,cncf-gitdm-single
tls.msk.ru,Telecom-Service,company,gitdm
tmd.io,Atlassian,company,cncf-gitdm-single
tmm1.net,GitHub,company,cncf-gitdm-single
toganetworks.com,Huawei Technologies,company,cncf-gitdm-single
toger.us,Walt Disney Animation Studios,company,cncf-gitdm-single
tomg.co,Async,company,cncf-gitdm-single
tomlinson.email,NVIDIA,company,cncf-gitdm-single
tomwcahill.com,Apcera,company,cncf-gitdm-single
tony-wolf.de,Claranet,company,cncf-gitdm-single
tonydicola.com,Random hacking,company,cncf-gitdm-single
tonysneed.com,Hilt,company,cncf-gitdm-single
topbug.net,Infoblox,company,cncf-gitdm-single
topdesk.com,TOPdesk,company,cncf-gitdm-single
topia.com,Driver and Vehicle Licensing Agency,company,cncf-gitdm-single
topic.nl,Topic Embedded,consultancy,patch
topjian.net,Cybera,company,cncf-gitdm-single
toptica.com,TOPTICA Photonics,company,gitdm
toradex.com,Toradex,company,patch
torhonen.fi,Unity Technologies,company,cncf-gitdm-single
toronto.edu,Independent,company,gitdm
toshiba.co.jp,Toshiba,company,gitdm
toss.im,Toss,company,cncf-gitdm-single
total-knowledge.com,Total Knowledge,company,gitdm
toti.is,TOTI TRUST,company,cncf-gitdm-single
towertech.it,Tower Technologies,company,gitdm
toxopeus.it,Alkmaar,company,cncf-gitdm-single
tpi.com,TriplePoint,company,gitdm
trabian.com,Welldone,company,cncf-gitdm-single
tracetronic.de,TraceTronic,company,cncf-gitdm
trackhe.de,Trackhe,company,cncf-gitdm-single
tradesy.com,Tradesy,company,cncf-gitdm-single
traintracks.io,Traintracks.io,company,cncf-gitdm-single-self-reference
trall.co,JetBrains s.r.o.,company,cncf-gitdm-single
transitive.com,Transitive,company,gitdm
transloadit.com,Transloadit-II,company,cncf-gitdm-single
transmode.se,Transmode Systems,company,gitdm
transparencyrights.com,Transparency Rights Management,company,cncf-gitdm-single
transtex-llc.com,Transtex,company,rich
transwarp.io,Transwarp Technology,company,cncf-gitdm-single
traum-ferienwohnungen.de,Traum-Ferienwohnungen,company,cncf-gitdm-single
traveloka.com,Traveloka,company,cncf-gitdm-single
travelport.com,Travelport Worldwide,company,spinellis-sec
travelsky.com,Travelsky,company,cncf-gitdm-single
treesandclouds.net,Aquent,company,cncf-gitdm-single
tremily.us,Red Hat,company,cncf-gitdm-single
tremolosecurity.com,Tremolo Security,company,cncf-gitdm-single
trend.com.tw,Trend Micro Incorporated,company,cncf-gitdm-single
tresys.com,Tresys,company,gitdm
tretau.net,tretau.net,company,cncf-gitdm-single-self-reference
tretkowski.de,B1 Systems,company,cncf-gitdm-single
tretuna.com,jmarantz,company,cncf-gitdm-single
trevorsummerfield.com,Google,company,cncf-gitdm-single
trident-qa.com,Shiv Vani Model Sr. Sec. School,company,cncf-gitdm-single
trinnov.com,Trinnov Audio,company,gitdm
trioptima.com,TriOptima,company,cncf-gitdm-single
tripadvisor.com,TripAdvisor,company,cncf-gitdm-single
tripeaks.co.jp,Tripeaks,company,gitdm
trivago.com,trivago,company,spinellis-sec
troykelly.com,AlaudaInc,company,cncf-gitdm-single
trstringer.com,Microsoft,company,cncf-gitdm-single
true.cz,Webtron,company,cncf-gitdm-single
trustedcs.com,Trusted Computer Solutions,company,gitdm
try2.se,University of Technology Business and Design in Wismar,company,cncf-gitdm-single
tryingtobeawesome.com,CrypTag,company,cncf-gitdm
ts.fujitsu.com,Fujitsu,company,cncf-gitdm
ts.jp.nec.com,NEC,company,cncf-gitdm-single
tsaousis.gr,Netdata,company,cncf-gitdm-single
