iso	project	class	phase	elapsed_s	tree_rss_mb	tree_procs	cpu_pct	mem_used_mb	disk_free_gb	load1
2026-09-13T13:44:48+00:00	torvalds__linux	L	pipeline	30404	4926	53	89.4	23383	1360	29.20068359375
2026-09-13T13:45:03+00:00	torvalds__linux	L	pipeline	30419	4834	47	90.5	23062	1360	29.42236328125
2026-09-13T13:45:18+00:00	torvalds__linux	L	pipeline	30435	4715	34	92.2	22996	1360	29.74267578125
2026-09-13T13:45:33+00:00	torvalds__linux	L	pipeline	30450	5046	67	90.8	23094	1360	29.4716796875
2026-09-13T13:45:48+00:00	torvalds__linux	L	pipeline	30465	4795	45	90.6	23109	1360	31.6630859375
2026-09-13T13:46:03+00:00	torvalds__linux	L	pipeline	30480	4853	44	93.1	23064	1359	31.50244140625
2026-09-13T13:46:18+00:00	torvalds__linux	L	pipeline	30495	4433	3	91.2	23073	1359	29.5126953125
2026-09-13T13:46:34+00:00	torvalds__linux	L	pipeline	30510	4433	3	91.7	23033	1359	30.17431640625
2026-09-13T13:46:49+00:00	torvalds__linux	L	pipeline	30525	4754	40	90.4	22919	1359	31.76123046875
2026-09-13T13:47:04+00:00	torvalds__linux	L	pipeline	30540	5217	80	91.6	23129	1359	31.98291015625
2026-09-13T13:47:19+00:00	torvalds__linux	L	pipeline	30555	4956	59	91.9	22980	1359	29.77587890625
2026-09-13T13:47:34+00:00	torvalds__linux	L	pipeline	30570	4543	16	90.4	23062	1359	31.15869140625
2026-09-13T13:47:49+00:00	torvalds__linux	L	pipeline	30585	4998	61	92.6	23443	1359	31.46923828125
2026-09-13T13:48:04+00:00	torvalds__linux	L	pipeline	30600	5079	65	70.7	23050	1358	28.0751953125
2026-09-13T13:48:19+00:00	torvalds__linux	L	pipeline	30615	4493	10	83.8	23110	1358	26.0751953125
2026-09-13T13:48:34+00:00	torvalds__linux	L	pipeline	30630	4961	57	85.8	23114	1358	27.294921875
2026-09-13T13:48:49+00:00	torvalds__linux	L	pipeline	30645	4641	27	89.2	22843	1358	27.173828125
2026-09-13T13:49:04+00:00	torvalds__linux	L	pipeline	30660	4672	29	92.0	22942	1358	27.85009765625
2026-09-13T13:49:19+00:00	torvalds__linux	L	pipeline	30675	4432	3	89.6	23078	1358	27.36572265625
2026-09-13T13:49:34+00:00	torvalds__linux	L	pipeline	30690	4823	43	83.6	23115	1358	25.93701171875
2026-09-13T13:49:49+00:00	torvalds__linux	L	pipeline	30705	4886	52	93.6	23109	1358	26.99755859375
2026-09-13T13:50:04+00:00	torvalds__linux	L	pipeline	30720	4500	10	86.8	23031	1358	23.9423828125
2026-09-13T13:50:19+00:00	torvalds__linux	L	pipeline	30735	5076	69	89.9	23118	1358	26.65283203125
2026-09-13T13:50:34+00:00	torvalds__linux	L	pipeline	30751	5074	66	90.7	23185	1357	27.27490234375
2026-09-13T13:50:49+00:00	torvalds__linux	L	pipeline	30766	5221	77	95.4	23093	1357	27.8427734375
2026-09-13T13:51:04+00:00	torvalds__linux	L	pipeline	30781	4928	57	90.0	23113	1357	27.724609375
2026-09-13T13:51:19+00:00	torvalds__linux	L	pipeline	30796	5085	69	91.6	23108	1357	26.869140625
2026-09-13T13:51:35+00:00	torvalds__linux	L	pipeline	30811	4925	55	89.8	23102	1357	26.16064453125
2026-09-13T13:51:50+00:00	torvalds__linux	L	pipeline	30826	4468	7	88.1	22852	1357	26.33544921875
2026-09-13T13:52:05+00:00	torvalds__linux	L	pipeline	30841	4856	47	91.5	23016	1357	27.7919921875
2026-09-13T13:52:20+00:00	torvalds__linux	L	pipeline	30856	4816	46	86.8	23130	1357	26.71044921875
2026-09-13T13:52:35+00:00	torvalds__linux	L	pipeline	30871	4752	37	86.3	23013	1356	27.24169921875
2026-09-13T13:52:50+00:00	torvalds__linux	L	pipeline	30886	4834	46	82.5	23067	1356	26.515625
2026-09-13T13:53:05+00:00	torvalds__linux	L	pipeline	30901	5016	63	91.2	23111	1356	26.49462890625
2026-09-13T13:53:20+00:00	torvalds__linux	L	pipeline	30916	4874	47	85.4	22967	1356	27.59619140625
2026-09-13T13:53:35+00:00	torvalds__linux	L	pipeline	30931	4983	57	62.8	22977	1356	24.2177734375
2026-09-13T13:53:50+00:00	torvalds__linux	L	pipeline	30946	4780	43	89.8	22967	1356	25.2392578125
2026-09-13T13:54:05+00:00	torvalds__linux	L	pipeline	30961	5115	70	92.7	23134	1356	25.98974609375
2026-09-13T13:54:20+00:00	torvalds__linux	L	pipeline	30976	4697	32	87.0	23004	1356	26.03466796875
2026-09-13T13:54:35+00:00	torvalds__linux	L	pipeline	30991	4922	56	93.7	23125	1356	26.81591796875
2026-09-13T13:54:50+00:00	torvalds__linux	L	pipeline	31006	4986	55	91.1	23002	1356	28.60400390625
2026-09-13T13:55:05+00:00	torvalds__linux	L	pipeline	31021	5089	72	85.0	23181	1355	29.61572265625
2026-09-13T13:55:20+00:00	torvalds__linux	L	pipeline	31036	4701	30	90.9	22974	1355	29.09326171875
2026-09-13T13:55:35+00:00	torvalds__linux	L	pipeline	31052	4874	51	89.1	23102	1355	28.6875
2026-09-13T13:55:50+00:00	torvalds__linux	L	pipeline	31067	4929	53	92.7	22995	1355	30.07958984375
2026-09-13T13:56:05+00:00	torvalds__linux	L	pipeline	31082	5078	66	96.3	23113	1355	31.38623046875
2026-09-13T13:56:20+00:00	torvalds__linux	L	pipeline	31097	4818	43	94.5	23023	1355	30.771484375
2026-09-13T13:56:36+00:00	torvalds__linux	L	pipeline	31112	4631	23	94.2	23078	1355	30.16943359375
2026-09-13T13:56:51+00:00	torvalds__linux	L	pipeline	31127	4862	50	92.2	22992	1355	28.123046875
2026-09-13T13:57:06+00:00	torvalds__linux	L	pipeline	31142	5303	87	90.3	23126	1354	28.03662109375
2026-09-13T13:57:21+00:00	torvalds__linux	L	pipeline	31157	4776	40	93.8	23067	1354	27.18359375
2026-09-13T13:57:36+00:00	torvalds__linux	L	pipeline	31172	4736	37	85.8	23054	1354	25.921875
2026-09-13T13:57:51+00:00	torvalds__linux	L	pipeline	31187	4870	39	92.9	23056	1354	29.11279296875
2026-09-13T13:58:06+00:00	torvalds__linux	L	pipeline	31202	4983	60	92.0	23040	1354	30.21923828125
2026-09-13T13:58:21+00:00	torvalds__linux	L	pipeline	31217	4885	49	94.0	22955	1354	29.33837890625
2026-09-13T13:58:36+00:00	torvalds__linux	L	pipeline	31232	4874	48	94.0	23077	1354	29.294921875
2026-09-13T13:58:51+00:00	torvalds__linux	L	pipeline	31247	4675	28	92.9	22966	1354	31.05810546875
2026-09-13T13:59:06+00:00	torvalds__linux	L	pipeline	31262	5172	76	85.5	23079	1353	29.7138671875
2026-09-13T13:59:21+00:00	torvalds__linux	L	pipeline	31277	4932	57	86.2	22960	1353	30.5771484375
